contender,scenario,seed_band,n_episodes,episode_length,p50,p95,p99,mean_lat,sla_pct,shed_pct,reward,hhi
power_of_two_choices,homogeneous,32000-32039,40,128,24.444867444475086,660.0,660.0,109.2092717862677,13.8671875,5.516433297335223,-1.2027462980836234,0.23653710342629447
power_of_two_choices,homogeneous,33000-33039,40,128,25.162653975441685,660.0,660.0,75.46014269982152,8.046875,3.04071338564209,-0.8210574304628917,0.22657207210338912
power_of_two_choices,homogeneous,34000-34039,40,128,25.450034287238633,660.0,660.0,81.15119486094629,8.671875,3.6056225422390495,-0.8824514637461005,0.2326781689092691
least_response_time,homogeneous,30000-30039,40,128,22.846938667669384,200.86169230220253,660.0,53.819689571141524,5.01953125,0.08953998608967922,-0.4681246710880453,0.2
least_response_time,homogeneous,31000-31039,40,128,24.511454745806926,104.04847675579578,660.0,47.83485266045635,2.94921875,0.04107396477281785,-0.42081509319206345,0.2
least_response_time,homogeneous,32000-32039,40,128,23.451842407502806,660.0,660.0,75.16479290432794,7.460937500000001,0.2823575793647992,-0.6378538257506995,0.2
least_response_time,homogeneous,33000-33039,40,128,23.846999419087176,113.14701378679159,660.0,53.98152167561621,3.9257812500000004,0.16035188617493049,-0.47287900687586804,0.2
least_response_time,homogeneous,34000-34039,40,128,24.150038514521313,161.82244807501738,660.0,57.18673453810688,4.7265625,0.10509645248970036,-0.49415533166028675,0.2
weighted_least_connections,homogeneous,30000-30039,40,128,22.846938667669384,200.86169230220253,660.0,53.819689571141524,5.01953125,0.08953998608967922,-0.4681246710880453,0.2
weighted_least_connections,homogeneous,31000-31039,40,128,24.511454745806926,104.04847675579578,660.0,47.83485266045635,2.94921875,0.04107396477281785,-0.42081509319206345,0.2
weighted_least_connections,homogeneous,32000-32039,40,128,23.451842407502806,660.0,660.0,75.16479290432794,7.460937500000001,0.2823575793647992,-0.6378538257506995,0.2
weighted_least_connections,homogeneous,33000-33039,40,128,23.846999419087176,113.14701378679159,660.0,53.98152167561621,3.9257812500000004,0.16035188617493049,-0.47287900687586804,0.2
weighted_least_connections,homogeneous,34000-34039,40,128,24.150038514521313,161.82244807501738,660.0,57.18673453810688,4.7265625,0.10509645248970036,-0.49415533166028675,0.2
candidate_mono_seed0,homogeneous,30000-30039,40,128,22.846938667669384,660.0,660.0,62.99960733019573,6.11328125,2.2152639335637145,-0.6496777513908942,0.21914099468220286
candidate_mono_seed0,homogeneous,31000-31039,40,128,24.51488966697734,107.89701464867778,660.0,54.45845502292042,3.80859375,1.3295783643478327,-0.5384055544496229,0.21162523167769579
candidate_mono_seed0,homogeneous,32000-32039,40,128,23.457727616185565,660.0,660.0,78.03361189831051,7.656250000000001,3.2198331740320074,-0.8141604976369756,0.2263848988289427
candidate_mono_seed0,homogeneous,33000-33039,40,128,23.85415355358566,114.0250788803388,660.0,56.007482042902595,4.1015625,1.9284004179257785,-0.5812608926674484,0.21594483313076482
candidate_mono_seed0,homogeneous,34000-34039,40,128,24.165807527090877,336.2146733243316,660.0,61.77331515967035,5.21484375,2.0807237088320987,-0.6326176022279165,0.21759837400133564
candidate_mono_seed1,homogeneous,30000-30039,40,128,22.846938667669384,660.0,660.0,63.01034230672583,6.15234375,2.225782645818328,-0.650271406391459,0.21919373325152805
candidate_mono_seed1,homogeneous,31000-31039,40,128,24.51258122025767,107.89701464867778,660.0,54.4583356797575,3.80859375,1.3295783643478327,-0.5384039363845278,0.2116233878668135
candidate_mono_seed1,homogeneous,32000-32039,40,128,23.455739915389024,660.0,660.0,78.03338731317929,7.656250000000001,3.2198331740320074,-0.8141574534224937,0.2263814536827972
candidate_mono_seed1,homogeneous,33000-33039,40,128,23.85415355358566,114.0250788803388,660.0,56.007280246321386,4.1015625,1.9284004179257785,-0.58125815457437,0.21594184057686078
candidate_mono_seed1,homogeneous,34000-34039,40,128,24.164008057229495,336.2146733243316,660.0,61.77300386347686,5.21484375,2.0807237088320987,-0.6326135830521689,0.21759428146569643
candidate_mono_seed2,homogeneous,30000-30039,40,128,22.846938667669384,556.8239909753307,660.0,62.34274176016108,6.07421875,2.098471548175993,-0.6391046662091526,0.21816370792621598
candidate_mono_seed2,homogeneous,31000-31039,40,128,24.51488966697734,107.89701464867778,660.0,54.45896635767315,3.80859375,1.3295783643478327,-0.5384125722301834,0.21163326666468932
candidate_mono_seed2,homogeneous,32000-32039,40,128,23.473593469324104,660.0,660.0,78.03462016514769,7.656250000000001,3.2198331740320074,-0.8141744775691521,0.22640105683548573
candidate_mono_seed2,homogeneous,33000-33039,40,128,23.86339234247965,114.0250788803388,660.0,56.00854902240635,4.1015625,1.9284004179257785,-0.5812753781552835,0.2159608690416399
candidate_mono_seed2,homogeneous,34000-34039,40,128,24.167500282213183,336.2146733243316,660.0,61.775032101357475,5.21484375,2.0807237088320987,-0.632640139719393,0.217622123385219
candidate_mono_seed3,homogeneous,30000-30039,40,128,22.846938667669384,660.0,660.0,63.15535512029588,6.171875,2.184484527077153,-0.6491493940212442,0.2190007516903827
candidate_mono_seed3,homogeneous,31000-31039,40,128,24.51488966697734,107.89701464867778,660.0,54.45906571962523,3.80859375,1.3295783643478327,-0.5384139415371619,0.21163484468384947
candidate_mono_seed3,homogeneous,32000-32039,40,128,23.473593469324104,660.0,660.0,78.0348178889216,7.656250000000001,3.2198331740320074,-0.81417723875846,0.22640425442942394
candidate_mono_seed3,homogeneous,33000-33039,40,128,23.863864736862016,114.0250788803388,660.0,56.0087662120348,4.1015625,1.9284004179257785,-0.5812783209601579,0.21596412248662916
candidate_mono_seed3,homogeneous,34000-34039,40,128,24.167500282213183,336.2146733243316,660.0,61.77538136048961,5.21484375,2.0807237088320987,-0.6326447480661076,0.2176270621086271
candidate_mono_seed4,homogeneous,30000-30039,40,128,22.846938667669384,660.0,660.0,63.00887876041027,6.15234375,2.211985926648435,-0.6495665593325632,0.2191480052542191
